candidate_id,job_id,role,candidate_skills,recruiter_skills,recruiter_priority_list,recruiter_skill_weights,experience_years
c195,j010,operations associate,finance|sql,communication|git,communication|git,"{""communication"": 5, ""git"": 4}",6
c170,j053,embedded engineer,git|node|ios,git|node|ios,git|ios|node,"{""git"": 5, ""ios"": 4, ""node"": 3}",8
c193,j047,customer support,crm|accounting|git|communication|seo|embedded|marketing|ops,seo|ops|marketing,seo|ops|marketing,"{""seo"": 5, ""ops"": 4, ""marketing"": 3}",3
c199,j012,data analyst,cloud|react|security|c|ops|figma,ux research|figma|ops|c|react|cloud,c|ux research|figma|ops|react|cloud,"{""c"": 5, ""ux research"": 4, ""figma"": 3, ""ops"": 2, ""react"": 1, ""cloud"": 1}",3
c083,j082,marketing analyst,teamwork|seo|firewall|communication,crm|communication|ops|seo|linux|accounting,accounting|seo|linux|ops|crm|communication,"{""accounting"": 5, ""seo"": 4, ""linux"": 3, ""ops"": 2, ""crm"": 1, ""communication"": 1}",1
c059,j044,embedded engineer,ios|support|prototyping|embedded|firewall|sql|seo,java|node,node|java,"{""node"": 5, ""java"": 4}",12
c107,j115,devops engineer,firewall|embedded|security|java|cloud|ux research|linux,excel|ux research|git,excel|git|ux research,"{""excel"": 5, ""git"": 4, ""ux research"": 3}",9
c193,j116,HR coordinator,java|android|excel|finance,excel|crm|prototyping|ux research,ux research|excel|prototyping|crm,"{""ux research"": 5, ""excel"": 4, ""prototyping"": 3, ""crm"": 2}",1
c047,j121,operations associate,sql|networking|linux,sql|linux,sql|linux,"{""sql"": 5, ""linux"": 4}",11
c051,j102,embedded engineer,sql|finance|communication|excel|python|ios|accounting|c,security|teamwork|sales,teamwork|security|sales,"{""teamwork"": 5, ""security"": 4, ""sales"": 3}",2
c169,j071,UI/UX designer,linux|c|ios|figma|marketing|support|networking|communication,linux|networking,linux|networking,"{""linux"": 5, ""networking"": 4}",9
c058,j173,marketing analyst,sql|excel,sales|sql|react|marketing|excel,react|marketing|excel|sales|sql,"{""react"": 5, ""marketing"": 4, ""excel"": 3, ""sales"": 2, ""sql"": 1}",1
c097,j007,customer support,marketing|support|react|docker|embedded|communication|linux,linux|networking|embedded|react,networking|embedded|linux|react,"{""networking"": 5, ""embedded"": 4, ""linux"": 3, ""react"": 2}",10
c082,j083,data analyst,networking|accounting|figma|ml|linux|sales|excel,teamwork|sales|networking|linux|accounting|excel,teamwork|linux|accounting|excel|networking|sales,"{""teamwork"": 5, ""linux"": 4, ""accounting"": 3, ""excel"": 2, ""networking"": 1, ""sales"": 1}",2
c047,j181,product manager,teamwork|react|node|embedded|accounting,node|react|teamwork|support|accounting,node|accounting|teamwork|react|support,"{""node"": 5, ""accounting"": 4, ""teamwork"": 3, ""react"": 2, ""support"": 1}",1
c116,j092,data scientist,support|networking|prototyping|ml|excel|ops,finance|cloud,cloud|finance,"{""cloud"": 5, ""finance"": 4}",11
c057,j139,marketing analyst,firewall|sql|teamwork|python|ops,python|firewall|ops|sql|java,java|ops|sql|firewall|python,"{""java"": 5, ""ops"": 4, ""sql"": 3, ""firewall"": 2, ""python"": 1}",6
c065,j034,customer support,support|react|ux research|ops|accounting|security|sales|python,python|teamwork|security|react|ux research,teamwork|python|ux research|security|react,"{""teamwork"": 5, ""python"": 4, ""ux research"": 3, ""security"": 2, ""react"": 1}",6
c091,j109,marketing analyst,java|ops|ml|sql|crm|python,embedded|python,python|embedded,"{""python"": 5, ""embedded"": 4}",6
c105,j010,data scientist,finance|c|python|react|networking,ops|docker|android|ml|sales,docker|ml|android|ops|sales,"{""docker"": 5, ""ml"": 4, ""android"": 3, ""ops"": 2, ""sales"": 1}",4
c151,j075,customer support,cloud|excel,firewall|linux|excel|cloud|sales|android,excel|linux|sales|cloud|firewall|android,"{""excel"": 5, ""linux"": 4, ""sales"": 3, ""cloud"": 2, ""firewall"": 1, ""android"": 1}",8
c071,j004,devops engineer,finance|java|react|cloud|ml,cloud|ml,cloud|ml,"{""cloud"": 5, ""ml"": 4}",11
c157,j181,data scientist,cloud|android|teamwork|accounting|marketing,accounting|support,accounting|support,"{""accounting"": 5, ""support"": 4}",2
c190,j015,UI/UX designer,ios|communication|figma|ops|android|firewall|cloud|crm,git|react|sales,react|sales|git,"{""react"": 5, ""sales"": 4, ""git"": 3}",7
c156,j127,devops engineer,finance|excel,c|git|linux|support|ops|crm,linux|c|ops|crm|support|git,"{""linux"": 5, ""c"": 4, ""ops"": 3, ""crm"": 2, ""support"": 1, ""git"": 1}",5
c096,j022,customer support,sql|sales,ios|java,java|ios,"{""java"": 5, ""ios"": 4}",10
c187,j002,marketing analyst,sql|node|ios|git,git|sql|node,node|git|sql,"{""node"": 5, ""git"": 4, ""sql"": 3}",11
c127,j143,HR coordinator,teamwork|node|ios|sql|embedded,firewall|ml|docker|security|git,docker|ml|firewall|git|security,"{""docker"": 5, ""ml"": 4, ""firewall"": 3, ""git"": 2, ""security"": 1}",7
c065,j164,software engineer,marketing|linux,ux research|excel|c|finance|networking,c|networking|excel|finance|ux research,"{""c"": 5, ""networking"": 4, ""excel"": 3, ""finance"": 2, ""ux research"": 1}",6
c193,j055,customer support,excel|firewall|communication|figma,cloud|marketing|ops|accounting|seo,seo|ops|cloud|accounting|marketing,"{""seo"": 5, ""ops"": 4, ""cloud"": 3, ""accounting"": 2, ""marketing"": 1}",6
c180,j013,financial analyst,cloud|support,sales|prototyping|support|python|cloud|crm,crm|sales|cloud|support|prototyping|python,"{""crm"": 5, ""sales"": 4, ""cloud"": 3, ""support"": 2, ""prototyping"": 1, ""python"": 1}",0
c064,j108,marketing analyst,ml|java|docker|excel|communication|ux research,ml|java,ml|java,"{""ml"": 5, ""java"": 4}",6
c118,j184,HR coordinator,node|accounting,security|accounting|cloud|finance|node|ios,accounting|cloud|ios|security|finance|node,"{""accounting"": 5, ""cloud"": 4, ""ios"": 3, ""security"": 2, ""finance"": 1, ""node"": 1}",2
c069,j183,mobile developer,seo|git|react|linux|security,security|linux|c|seo|react|git,linux|git|react|c|security|seo,"{""linux"": 5, ""git"": 4, ""react"": 3, ""c"": 2, ""security"": 1, ""seo"": 1}",12
c138,j170,financial analyst,react|networking|ux research,ux research|react|networking,ux research|networking|react,"{""ux research"": 5, ""networking"": 4, ""react"": 3}",3
c059,j054,cybersecurity analyst,networking|finance,marketing|cloud|finance|networking|python,networking|python|cloud|marketing|finance,"{""networking"": 5, ""python"": 4, ""cloud"": 3, ""marketing"": 2, ""finance"": 1}",5
c105,j164,data scientist,ops|node|java|finance|ml|accounting|communication,firewall|ux research|cloud,ux research|cloud|firewall,"{""ux research"": 5, ""cloud"": 4, ""firewall"": 3}",2
c099,j171,product manager,ux research|figma|embedded|excel,excel|sql|figma|ux research|embedded,embedded|excel|figma|ux research|sql,"{""embedded"": 5, ""excel"": 4, ""figma"": 3, ""ux research"": 2, ""sql"": 1}",0
c180,j072,data scientist,java|c|figma|teamwork,seo|networking|excel|sql,seo|sql|excel|networking,"{""seo"": 5, ""sql"": 4, ""excel"": 3, ""networking"": 2}",7
c119,j085,data scientist,seo|react|firewall|docker,seo|firewall|networking|react,firewall|networking|seo|react,"{""firewall"": 5, ""networking"": 4, ""seo"": 3, ""react"": 2}",3
c188,j036,operations associate,communication|ux research|cloud|python|accounting,figma|docker|node|sales,node|figma|sales|docker,"{""node"": 5, ""figma"": 4, ""sales"": 3, ""docker"": 2}",5
c041,j178,mobile developer,excel|react|ml,finance|android|networking|accounting|ios|seo,networking|seo|android|ios|accounting|finance,"{""networking"": 5, ""seo"": 4, ""android"": 3, ""ios"": 2, ""accounting"": 1, ""finance"": 1}",1
c033,j080,mobile developer,ml|python|android|security|teamwork|sales,android|teamwork,android|teamwork,"{""android"": 5, ""teamwork"": 4}",1
c013,j011,customer support,ios|crm|sales,prototyping|firewall|support,firewall|support|prototyping,"{""firewall"": 5, ""support"": 4, ""prototyping"": 3}",9
c182,j150,UI/UX designer,firewall|linux|git|teamwork|figma|react,firewall|linux|android|teamwork|react|git,linux|git|android|firewall|react|teamwork,"{""linux"": 5, ""git"": 4, ""android"": 3, ""firewall"": 2, ""react"": 1, ""teamwork"": 1}",4
c043,j020,data analyst,sales|firewall,finance|security|firewall,firewall|finance|security,"{""firewall"": 5, ""finance"": 4, ""security"": 3}",6
c127,j163,mobile developer,ios|prototyping|docker|ops|c|communication|support|python,c|communication,c|communication,"{""c"": 5, ""communication"": 4}",6
c159,j184,software engineer,c|docker|finance|accounting,finance|python|accounting|c,finance|c|python|accounting,"{""finance"": 5, ""c"": 4, ""python"": 3, ""accounting"": 2}",3
c150,j052,UI/UX designer,c|ops|figma|docker|crm|finance|ux research|cloud,cloud|docker,docker|cloud,"{""docker"": 5, ""cloud"": 4}",2
c049,j098,financial analyst,communication|seo|figma,figma|seo|communication,figma|seo|communication,"{""figma"": 5, ""seo"": 4, ""communication"": 3}",11
c021,j109,network engineer,react|ops|android,prototyping|ops|security|android,android|security|ops|prototyping,"{""android"": 5, ""security"": 4, ""ops"": 3, ""prototyping"": 2}",11
c156,j115,software engineer,java|finance|seo|crm|cloud|ios,react|sales,react|sales,"{""react"": 5, ""sales"": 4}",3
c109,j031,customer support,teamwork|prototyping|android|sql,android|prototyping|teamwork,teamwork|prototyping|android,"{""teamwork"": 5, ""prototyping"": 4, ""android"": 3}",12
c006,j173,financial analyst,marketing|crm|communication|docker|python|cloud|networking|embedded,embedded|marketing,embedded|marketing,"{""embedded"": 5, ""marketing"": 4}",8
c012,j165,marketing analyst,marketing|crm|docker|linux|figma,java|crm|ml,ml|java|crm,"{""ml"": 5, ""java"": 4, ""crm"": 3}",11
c114,j190,devops engineer,c|seo|communication,security|communication|sales|crm|docker|python,docker|crm|sales|python|communication|security,"{""docker"": 5, ""crm"": 4, ""sales"": 3, ""python"": 2, ""communication"": 1, ""security"": 1}",12
c122,j025,UI/UX designer,sql|excel|sales,excel|sql,sql|excel,"{""sql"": 5, ""excel"": 4}",3
c004,j170,product manager,support|teamwork|prototyping|sales,android|teamwork|support|prototyping,support|prototyping|teamwork|android,"{""support"": 5, ""prototyping"": 4, ""teamwork"": 3, ""android"": 2}",4
c026,j195,customer support,sql|excel|prototyping,prototyping|marketing|sql|firewall|excel,prototyping|excel|sql|marketing|firewall,"{""prototyping"": 5, ""excel"": 4, ""sql"": 3, ""marketing"": 2, ""firewall"": 1}",7
c101,j128,marketing analyst,sales|docker|react|firewall|embedded,firewall|python|docker|sales|embedded|react,firewall|embedded|docker|react|python|sales,"{""firewall"": 5, ""embedded"": 4, ""docker"": 3, ""react"": 2, ""python"": 1, ""sales"": 1}",0
c128,j054,marketing analyst,python|ux research|security|accounting|crm|embedded,embedded|crm|python|ux research|accounting,accounting|ux research|python|crm|embedded,"{""accounting"": 5, ""ux research"": 4, ""python"": 3, ""crm"": 2, ""embedded"": 1}",5
c055,j160,financial analyst,prototyping|react|networking|sql|docker,sql|prototyping|docker|react|networking,sql|react|docker|prototyping|networking,"{""sql"": 5, ""react"": 4, ""docker"": 3, ""prototyping"": 2, ""networking"": 1}",1
c031,j023,UI/UX designer,support|excel|ops|networking|android,cloud|teamwork|python,teamwork|cloud|python,"{""teamwork"": 5, ""cloud"": 4, ""python"": 3}",7
c057,j021,HR coordinator,seo|c|docker|figma|accounting|embedded|git|ios,java|crm|c|docker,crm|c|java|docker,"{""crm"": 5, ""c"": 4, ""java"": 3, ""docker"": 2}",2
c027,j007,cybersecurity analyst,support|accounting|figma|android|linux,finance|cloud,cloud|finance,"{""cloud"": 5, ""finance"": 4}",11
c182,j156,operations associate,excel|finance,docker|java|networking|python|finance|c,docker|finance|c|networking|python|java,"{""docker"": 5, ""finance"": 4, ""c"": 3, ""networking"": 2, ""python"": 1, ""java"": 1}",12
c177,j195,embedded engineer,networking|figma|node,networking|node|ml|figma|excel,ml|figma|node|excel|networking,"{""ml"": 5, ""figma"": 4, ""node"": 3, ""excel"": 2, ""networking"": 1}",8
c133,j017,cybersecurity analyst,firewall|accounting|communication|crm,c|crm,c|crm,"{""c"": 5, ""crm"": 4}",1
c115,j145,data analyst,c|cloud|node|finance,support|finance|node|cloud,finance|cloud|node|support,"{""finance"": 5, ""cloud"": 4, ""node"": 3, ""support"": 2}",4
c149,j095,cybersecurity analyst,ml|crm|figma|react|communication|ios|prototyping,react|ios|communication|figma,react|figma|communication|ios,"{""react"": 5, ""figma"": 4, ""communication"": 3, ""ios"": 2}",1
c037,j069,embedded engineer,excel|accounting|teamwork|java|c|seo|git|communication,prototyping|android,prototyping|android,"{""prototyping"": 5, ""android"": 4}",7
c038,j071,devops engineer,finance|node|marketing,finance|node|marketing,marketing|finance|node,"{""marketing"": 5, ""finance"": 4, ""node"": 3}",9
c059,j106,embedded engineer,networking|crm|cloud|python|figma|sales,cloud|linux|figma|sales|python,cloud|figma|python|sales|linux,"{""cloud"": 5, ""figma"": 4, ""python"": 3, ""sales"": 2, ""linux"": 1}",2
c066,j174,cybersecurity analyst,c|prototyping,support|prototyping|embedded|c|cloud,support|c|embedded|prototyping|cloud,"{""support"": 5, ""c"": 4, ""embedded"": 3, ""prototyping"": 2, ""cloud"": 1}",9
c169,j040,devops engineer,node|teamwork|java|seo|support|c|excel,networking|sales,networking|sales,"{""networking"": 5, ""sales"": 4}",7
c122,j046,customer support,sql|firewall|excel|android,c|android|python|sql|firewall|excel,firewall|excel|c|sql|android|python,"{""firewall"": 5, ""excel"": 4, ""c"": 3, ""sql"": 2, ""android"": 1, ""python"": 1}",12
c047,j076,network engineer,docker|accounting|python|sales|ios,python|sales|figma|docker|ios|accounting,sales|figma|python|accounting|ios|docker,"{""sales"": 5, ""figma"": 4, ""python"": 3, ""accounting"": 2, ""ios"": 1, ""docker"": 1}",0
c075,j087,cybersecurity analyst,python|java,python|java|security,java|python|security,"{""java"": 5, ""python"": 4, ""security"": 3}",4
c162,j122,devops engineer,embedded|excel|crm|c|sales|android|git|docker,finance|support|react|linux|node,finance|react|linux|support|node,"{""finance"": 5, ""react"": 4, ""linux"": 3, ""support"": 2, ""node"": 1}",11
c138,j006,operations associate,docker|firewall|support|react|android|ios|figma,excel|seo|linux|support|sql|ml,sql|excel|seo|linux|support|ml,"{""sql"": 5, ""excel"": 4, ""seo"": 3, ""linux"": 2, ""support"": 1, ""ml"": 1}",1
c033,j150,network engineer,figma|docker|react|ml|sql,sales|c|ux research,c|sales|ux research,"{""c"": 5, ""sales"": 4, ""ux research"": 3}",6
c129,j114,UI/UX designer,ux research|embedded|ml|communication|sales,embedded|ml|accounting|ux research|communication|sales,ml|sales|embedded|ux research|communication|accounting,"{""ml"": 5, ""sales"": 4, ""embedded"": 3, ""ux research"": 2, ""communication"": 1, ""accounting"": 1}",5
c101,j057,UI/UX designer,figma|marketing|networking|ops|python|ios,ops|ios,ios|ops,"{""ios"": 5, ""ops"": 4}",9
c043,j174,devops engineer,finance|marketing|react|crm|git|accounting|cloud|ml,excel|python|linux,excel|linux|python,"{""excel"": 5, ""linux"": 4, ""python"": 3}",12
c135,j101,embedded engineer,sales|android|accounting,crm|android,android|crm,"{""android"": 5, ""crm"": 4}",7
c170,j126,data scientist,communication|seo,embedded|ios,embedded|ios,"{""embedded"": 5, ""ios"": 4}",7
c068,j146,customer support,support|sql|node|cloud|prototyping|git|docker,support|ux research|node|sql|networking,support|ux research|sql|networking|node,"{""support"": 5, ""ux research"": 4, ""sql"": 3, ""networking"": 2, ""node"": 1}",10
c107,j141,financial analyst,linux|cloud,cloud|linux,linux|cloud,"{""linux"": 5, ""cloud"": 4}",12
c177,j152,network engineer,linux|embedded|excel|support|node,embedded|git,git|embedded,"{""git"": 5, ""embedded"": 4}",12
c138,j050,financial analyst,ops|seo|ml|crm,ops|crm|seo,seo|crm|ops,"{""seo"": 5, ""crm"": 4, ""ops"": 3}",8
c018,j180,devops engineer,ux research|figma|security|node|teamwork|firewall|c,ux research|node|c|security|teamwork|firewall,node|firewall|security|teamwork|c|ux research,"{""node"": 5, ""firewall"": 4, ""security"": 3, ""teamwork"": 2, ""c"": 1, ""ux research"": 1}",8
c137,j139,devops engineer,ops|ml|teamwork|ux research|networking|communication|security|docker,docker|security|communication,docker|security|communication,"{""docker"": 5, ""security"": 4, ""communication"": 3}",5
c156,j171,customer support,figma|crm|marketing|java|sales|python|support,java|react|security|python|networking,react|java|python|security|networking,"{""react"": 5, ""java"": 4, ""python"": 3, ""security"": 2, ""networking"": 1}",0
c144,j167,product manager,ux research|c|android|sales|ios|excel|teamwork|node,crm|sql|finance|react|linux|prototyping,linux|react|crm|sql|prototyping|finance,"{""linux"": 5, ""react"": 4, ""crm"": 3, ""sql"": 2, ""prototyping"": 1, ""finance"": 1}",2
c181,j183,data analyst,embedded|android,android|sales|teamwork|excel,excel|teamwork|sales|android,"{""excel"": 5, ""teamwork"": 4, ""sales"": 3, ""android"": 2}",4
c033,j052,software engineer,ios|excel|seo|communication,seo|ops|excel|communication|ios,ops|excel|seo|ios|communication,"{""ops"": 5, ""excel"": 4, ""seo"": 3, ""ios"": 2, ""communication"": 1}",4
c021,j143,devops engineer,finance|git|python|prototyping|sql|cloud|teamwork|node,security|teamwork|support|cloud|finance,security|support|finance|cloud|teamwork,"{""security"": 5, ""support"": 4, ""finance"": 3, ""cloud"": 2, ""teamwork"": 1}",6
c195,j193,customer support,ux research|seo|android|node|cloud|linux|teamwork,networking|ux research|linux|cloud,networking|linux|ux research|cloud,"{""networking"": 5, ""linux"": 4, ""ux research"": 3, ""cloud"": 2}",2
c025,j191,HR coordinator,node|cloud|teamwork|embedded|communication,communication|cloud|teamwork|node|sales,sales|teamwork|communication|cloud|node,"{""sales"": 5, ""teamwork"": 4, ""communication"": 3, ""cloud"": 2, ""node"": 1}",7
c153,j115,UI/UX designer,accounting|linux,security|linux|accounting,linux|security|accounting,"{""linux"": 5, ""security"": 4, ""accounting"": 3}",0
c194,j172,data analyst,firewall|android,marketing|python|firewall|docker|android,docker|python|android|firewall|marketing,"{""docker"": 5, ""python"": 4, ""android"": 3, ""firewall"": 2, ""marketing"": 1}",12
c094,j076,HR coordinator,excel|ops|python|support|linux|marketing,networking|c|security|teamwork|docker|seo,seo|docker|c|security|networking|teamwork,"{""seo"": 5, ""docker"": 4, ""c"": 3, ""security"": 2, ""networking"": 1, ""teamwork"": 1}",11
c148,j183,financial analyst,prototyping|python|communication|finance|cloud|figma|ios|excel,sql|android|firewall|docker|crm,docker|sql|firewall|android|crm,"{""docker"": 5, ""sql"": 4, ""firewall"": 3, ""android"": 2, ""crm"": 1}",9
c179,j048,software engineer,ux research|finance|python,finance|docker|sales|ux research|java|python,ux research|sales|finance|python|java|docker,"{""ux research"": 5, ""sales"": 4, ""finance"": 3, ""python"": 2, ""java"": 1, ""docker"": 1}",7
c136,j016,data scientist,android|seo|marketing|cloud|prototyping,ml|teamwork|sales|networking|figma|java,networking|ml|figma|sales|java|teamwork,"{""networking"": 5, ""ml"": 4, ""figma"": 3, ""sales"": 2, ""java"": 1, ""teamwork"": 1}",3
c003,j071,marketing analyst,communication|cloud|git|ml|python|linux,seo|ios|android|finance,android|finance|seo|ios,"{""android"": 5, ""finance"": 4, ""seo"": 3, ""ios"": 2}",11
c130,j121,mobile developer,networking|embedded,ios|accounting|excel|seo|ux research,excel|ux research|accounting|ios|seo,"{""excel"": 5, ""ux research"": 4, ""accounting"": 3, ""ios"": 2, ""seo"": 1}",3
c148,j161,devops engineer,react|teamwork|communication|android|seo,marketing|git|excel|java,java|git|excel|marketing,"{""java"": 5, ""git"": 4, ""excel"": 3, ""marketing"": 2}",9
c130,j045,software engineer,c|android|communication|git|ux research|react|firewall,android|git|react|sales,git|react|sales|android,"{""git"": 5, ""react"": 4, ""sales"": 3, ""android"": 2}",0
c176,j077,devops engineer,figma|accounting|c|firewall|react,accounting|react|crm|c,c|accounting|react|crm,"{""c"": 5, ""accounting"": 4, ""react"": 3, ""crm"": 2}",0
c168,j172,financial analyst,python|sales|docker|ops|support,docker|support|python,docker|python|support,"{""docker"": 5, ""python"": 4, ""support"": 3}",10
c076,j103,customer support,ios|teamwork|accounting|cloud,cloud|ml|teamwork|accounting,ml|teamwork|accounting|cloud,"{""ml"": 5, ""teamwork"": 4, ""accounting"": 3, ""cloud"": 2}",11
c157,j039,customer support,finance|ops,node|java|git|cloud|accounting|ml,java|cloud|accounting|git|ml|node,"{""java"": 5, ""cloud"": 4, ""accounting"": 3, ""git"": 2, ""ml"": 1, ""node"": 1}",10
c042,j134,marketing analyst,embedded|finance|docker,docker|cloud|finance|embedded|ux research|c,docker|finance|cloud|c|embedded|ux research,"{""docker"": 5, ""finance"": 4, ""cloud"": 3, ""c"": 2, ""embedded"": 1, ""ux research"": 1}",2
c012,j026,data scientist,docker|teamwork|seo|ios|ops|cloud|crm,embedded|ops|ios|teamwork|seo,embedded|seo|teamwork|ios|ops,"{""embedded"": 5, ""seo"": 4, ""teamwork"": 3, ""ios"": 2, ""ops"": 1}",2
c178,j137,embedded engineer,node|java|sales|git|communication|ml,git|communication,git|communication,"{""git"": 5, ""communication"": 4}",7
c013,j103,financial analyst,android|sql|node|cloud|java,communication|linux|figma,figma|communication|linux,"{""figma"": 5, ""communication"": 4, ""linux"": 3}",2
c006,j189,network engineer,python|cloud|firewall|figma|node|ux research|docker,teamwork|embedded|finance|excel|c|support,excel|support|teamwork|finance|c|embedded,"{""excel"": 5, ""support"": 4, ""teamwork"": 3, ""finance"": 2, ""c"": 1, ""embedded"": 1}",0
c119,j087,embedded engineer,embedded|ios|crm|c,linux|ml|communication|support|firewall|marketing,marketing|ml|communication|firewall|linux|support,"{""marketing"": 5, ""ml"": 4, ""communication"": 3, ""firewall"": 2, ""linux"": 1, ""support"": 1}",2
c063,j059,data analyst,seo|node|python,security|finance|git,git|security|finance,"{""git"": 5, ""security"": 4, ""finance"": 3}",7
c001,j112,HR coordinator,sales|support|figma|firewall|docker|ml|python,ml|accounting|ops|support|sales,support|accounting|sales|ops|ml,"{""support"": 5, ""accounting"": 4, ""sales"": 3, ""ops"": 2, ""ml"": 1}",11
c072,j093,data scientist,linux|seo|docker|support|accounting|android|ml|ux research,support|seo|docker|accounting|ux research,docker|ux research|support|seo|accounting,"{""docker"": 5, ""ux research"": 4, ""support"": 3, ""seo"": 2, ""accounting"": 1}",1
c016,j006,UI/UX designer,react|python|git|ops|java|excel,react|excel|java,java|excel|react,"{""java"": 5, ""excel"": 4, ""react"": 3}",8
c179,j160,customer support,sales|security|git|crm|ux research|linux,networking|python|c,c|networking|python,"{""c"": 5, ""networking"": 4, ""python"": 3}",12
c129,j068,software engineer,seo|finance|ops|react|ml|prototyping,android|ops|react,android|ops|react,"{""android"": 5, ""ops"": 4, ""react"": 3}",11
c182,j004,software engineer,support|ops,support|ops,ops|support,"{""ops"": 5, ""support"": 4}",10
c058,j081,product manager,node|communication|figma|cloud|firewall,android|firewall|figma|communication,communication|figma|firewall|android,"{""communication"": 5, ""figma"": 4, ""firewall"": 3, ""android"": 2}",2
c136,j139,data scientist,linux|seo|sql|docker,finance|communication|embedded,embedded|communication|finance,"{""embedded"": 5, ""communication"": 4, ""finance"": 3}",6
c145,j063,marketing analyst,ux research|figma|networking,node|prototyping|react,prototyping|node|react,"{""prototyping"": 5, ""node"": 4, ""react"": 3}",9
c151,j167,embedded engineer,git|java|ml|sql|c,finance|c|node|git,git|finance|node|c,"{""git"": 5, ""finance"": 4, ""node"": 3, ""c"": 2}",7
c044,j016,financial analyst,firewall|ux research|ios|accounting,marketing|accounting,accounting|marketing,"{""accounting"": 5, ""marketing"": 4}",0
c025,j075,HR coordinator,embedded|sales,support|sales|firewall|c|embedded|java,embedded|c|sales|firewall|support|java,"{""embedded"": 5, ""c"": 4, ""sales"": 3, ""firewall"": 2, ""support"": 1, ""java"": 1}",12
c022,j102,network engineer,ml|accounting|ux research,linux|embedded|support|sales|docker|android,sales|docker|embedded|support|linux|android,"{""sales"": 5, ""docker"": 4, ""embedded"": 3, ""support"": 2, ""linux"": 1, ""android"": 1}",5
c085,j051,HR coordinator,finance|ml|sql,ml|finance,ml|finance,"{""ml"": 5, ""finance"": 4}",7
c072,j097,marketing analyst,teamwork|c|prototyping,teamwork|prototyping|c,teamwork|c|prototyping,"{""teamwork"": 5, ""c"": 4, ""prototyping"": 3}",9
c099,j139,HR coordinator,android|networking|python|prototyping|java|docker,firewall|marketing,marketing|firewall,"{""marketing"": 5, ""firewall"": 4}",5
c151,j108,UI/UX designer,prototyping|ios|ml|security|sql|git|finance,ios|ml,ml|ios,"{""ml"": 5, ""ios"": 4}",7
c039,j133,data scientist,teamwork|python|ml|accounting,node|crm|cloud,cloud|crm|node,"{""cloud"": 5, ""crm"": 4, ""node"": 3}",12
c037,j040,cybersecurity analyst,marketing|figma,marketing|figma|teamwork|linux|crm,teamwork|marketing|figma|linux|crm,"{""teamwork"": 5, ""marketing"": 4, ""figma"": 3, ""linux"": 2, ""crm"": 1}",8
c012,j079,UI/UX designer,sales|support|docker,docker|linux|sales|support,linux|support|docker|sales,"{""linux"": 5, ""support"": 4, ""docker"": 3, ""sales"": 2}",2
c167,j099,marketing analyst,android|sales|python,sales|android|ios|python|security|teamwork,android|teamwork|sales|security|python|ios,"{""android"": 5, ""teamwork"": 4, ""sales"": 3, ""security"": 2, ""python"": 1, ""ios"": 1}",6
c058,j176,operations associate,ux research|ios|accounting|c,c|ios|ux research,ios|ux research|c,"{""ios"": 5, ""ux research"": 4, ""c"": 3}",10
c149,j066,marketing analyst,embedded|ops|git|finance|teamwork|node|security|ios,support|python|cloud|docker|accounting|networking,networking|accounting|python|cloud|docker|support,"{""networking"": 5, ""accounting"": 4, ""python"": 3, ""cloud"": 2, ""docker"": 1, ""support"": 1}",1
c163,j005,operations associate,marketing|firewall|figma|excel|docker|support,figma|docker|firewall,docker|firewall|figma,"{""docker"": 5, ""firewall"": 4, ""figma"": 3}",1
c030,j079,devops engineer,security|android|seo|firewall|marketing,marketing|security|android|prototyping,prototyping|marketing|android|security,"{""prototyping"": 5, ""marketing"": 4, ""android"": 3, ""security"": 2}",12
c054,j028,marketing analyst,embedded|crm|node|security|c,crm|node,node|crm,"{""node"": 5, ""crm"": 4}",6
c084,j145,cybersecurity analyst,ios|embedded,embedded|git|linux|python|support|ios,ios|embedded|python|support|linux|git,"{""ios"": 5, ""embedded"": 4, ""python"": 3, ""support"": 2, ""linux"": 1, ""git"": 1}",6
c044,j150,software engineer,java|seo|docker|support|node|finance|communication,accounting|embedded|git|figma|crm|ml,crm|accounting|embedded|ml|figma|git,"{""crm"": 5, ""accounting"": 4, ""embedded"": 3, ""ml"": 2, ""figma"": 1, ""git"": 1}",4
c008,j089,software engineer,git|ops|ml|security|java|node,git|node,git|node,"{""git"": 5, ""node"": 4}",6
c013,j097,marketing analyst,excel|networking|sales|prototyping|firewall|docker|c,finance|teamwork|networking,networking|finance|teamwork,"{""networking"": 5, ""finance"": 4, ""teamwork"": 3}",10
c067,j178,HR coordinator,ml|figma|finance|linux,python|networking|prototyping|excel|ops,ops|networking|excel|prototyping|python,"{""ops"": 5, ""networking"": 4, ""excel"": 3, ""prototyping"": 2, ""python"": 1}",8
c050,j171,product manager,sql|seo|embedded|ml|prototyping|networking|marketing,networking|ml|embedded,networking|ml|embedded,"{""networking"": 5, ""ml"": 4, ""embedded"": 3}",7
c032,j119,data scientist,networking|figma|support|security,embedded|networking|support|figma,support|figma|networking|embedded,"{""support"": 5, ""figma"": 4, ""networking"": 3, ""embedded"": 2}",5
c160,j192,network engineer,finance|ops|communication,c|communication|ml|finance|ops,c|communication|ml|ops|finance,"{""c"": 5, ""communication"": 4, ""ml"": 3, ""ops"": 2, ""finance"": 1}",0
