candidate_id,job_id,role,candidate_skills_list,recruiter_priority_list,recruiter_skill_weights_dict,experience_years
c123,j128,financial analyst,"['git', 'communication', 'accounting', 'react', 'docker', 'ux research']","['accounting', 'react', 'c', 'communication']","{'accounting': 5, 'react': 4, 'c': 3, 'communication': 2}",8
c018,j151,hr coordinator,"['android', 'python', 'excel', 'support', 'sql', 'node']","['prototyping', 'accounting', 'java']","{'prototyping': 5, 'accounting': 4, 'java': 3}",1
c049,j099,operations associate,"['cloud', 'crm', 'security', 'python']","['crm', 'security', 'cloud', 'python']","{'crm': 5, 'security': 4, 'cloud': 3, 'python': 2}",3
c034,j012,ui/ux designer,"['figma', 'crm', 'python', 'firewall', 'git', 'prototyping', 'embedded', 'java']","['figma', 'crm', 'java', 'react']","{'figma': 5, 'crm': 4, 'java': 3, 'react': 2}",1
c026,j141,ui/ux designer,"['networking', 'accounting']","['crm', 'seo', 'marketing']","{'crm': 5, 'seo': 4, 'marketing': 3}",7
c013,j195,devops engineer,"['prototyping', 'ux research', 'python', 'sales', 'java', 'cloud', 'android']","['android', 'ux research', 'python', 'java']","{'android': 5, 'ux research': 4, 'python': 3, 'java': 2}",3
c189,j199,financial analyst,"['git', 'support', 'marketing', 'python', 'node', 'seo']","['finance', 'sales', 'cloud', 'crm', 'ml', 'linux']","{'finance': 5, 'sales': 4, 'cloud': 3, 'crm': 2, 'ml': 1, 'linux': 1}",2
c063,j145,software engineer,"['seo', 'docker', 'finance']","['c', 'sql']","{'c': 5, 'sql': 4}",8
c121,j184,software engineer,"['prototyping', 'react', 'figma', 'seo', 'sales', 'support', 'ops']","['cloud', 'ux research', 'docker', 'c']","{'cloud': 5, 'ux research': 4, 'docker': 3, 'c': 2}",10
c099,j114,customer support,"['cloud', 'excel', 'ux research', 'sql', 'ops', 'node', 'embedded', 'react']","['communication', 'networking', 'firewall', 'java', 'python']","{'communication': 5, 'networking': 4, 'firewall': 3, 'java': 2, 'python': 1}",8
c047,j111,data scientist,"['prototyping', 'java', 'support']","['ml', 'support', 'java', 'prototyping']","{'ml': 5, 'support': 4, 'java': 3, 'prototyping': 2}",11
c153,j113,devops engineer,"['crm', 'java', 'sales', 'marketing', 'node', 'embedded']","['java', 'node', 'firewall', 'crm', 'embedded', 'marketing']","{'java': 5, 'node': 4, 'firewall': 3, 'crm': 2, 'embedded': 1, 'marketing': 1}",12
c189,j132,operations associate,"['support', 'marketing', 'teamwork', 'docker', 'ios', 'seo', 'firewall']","['support', 'firewall', 'docker']","{'support': 5, 'firewall': 4, 'docker': 3}",0
c016,j008,cybersecurity analyst,"['ux research', 'ml', 'ios']","['ml', 'node']","{'ml': 5, 'node': 4}",9
c145,j091,network engineer,"['ops', 'figma', 'embedded', 'finance', 'firewall', 'accounting', 'react', 'prototyping']","['communication', 'seo']","{'communication': 5, 'seo': 4}",10
c138,j192,product manager,"['prototyping', 'cloud', 'teamwork', 'git']","['cloud', 'prototyping']","{'cloud': 5, 'prototyping': 4}",5
c107,j010,customer support,"['security', 'ops']","['security', 'ops']","{'security': 5, 'ops': 4}",4
c027,j196,ui/ux designer,"['c', 'sql', 'figma', 'teamwork']","['communication', 'firewall', 'prototyping', 'cloud', 'embedded']","{'communication': 5, 'firewall': 4, 'prototyping': 3, 'cloud': 2, 'embedded': 1}",4
c137,j194,embedded engineer,"['figma', 'ops', 'sales', 'excel', 'prototyping', 'teamwork', 'git', 'cloud']","['c', 'networking', 'python', 'security', 'sales']","{'c': 5, 'networking': 4, 'python': 3, 'security': 2, 'sales': 1}",4
c055,j141,ui/ux designer,"['crm', 'ml', 'communication', 'sql', 'ops', 'c', 'teamwork']","['linux', 'java', 'prototyping']","{'linux': 5, 'java': 4, 'prototyping': 3}",9
c120,j069,operations associate,"['ux research', 'docker', 'node', 'git', 'teamwork', 'android']","['teamwork', 'ux research', 'node', 'support', 'git']","{'teamwork': 5, 'ux research': 4, 'node': 3, 'support': 2, 'git': 1}",7
c117,j069,data analyst,"['figma', 'ios', 'git', 'ux research', 'ops']","['git', 'ios', 'ux research', 'docker', 'ops']","{'git': 5, 'ios': 4, 'ux research': 3, 'docker': 2, 'ops': 1}",9
c168,j049,operations associate,"['git', 'docker']","['git', 'teamwork', 'docker', 'sql']","{'git': 5, 'teamwork': 4, 'docker': 3, 'sql': 2}",1
c191,j178,ui/ux designer,"['sales', 'marketing', 'react', 'ios', 'sql', 'ml', 'security']","['marketing', 'react', 'ux research', 'support', 'security']","{'marketing': 5, 'react': 4, 'ux research': 3, 'support': 2, 'security': 1}",0
c056,j159,hr coordinator,"['ux research', 'networking', 'finance', 'embedded']","['support', 'finance']","{'support': 5, 'finance': 4}",7
c068,j115,hr coordinator,"['ux research', 'seo', 'ios']","['seo', 'ios']","{'seo': 5, 'ios': 4}",6
c086,j172,cybersecurity analyst,"['java', 'networking', 'finance']","['figma', 'ios', 'ml', 'finance', 'sql', 'networking']","{'figma': 5, 'ios': 4, 'ml': 3, 'finance': 2, 'sql': 1, 'networking': 1}",7
c092,j116,software engineer,"['support', 'embedded', 'sales', 'ux research', 'accounting', 'ops']","['embedded', 'sales', 'accounting', 'git', 'ux research', 'ops']","{'embedded': 5, 'sales': 4, 'accounting': 3, 'git': 2, 'ux research': 1, 'ops': 1}",5
c039,j180,cybersecurity analyst,"['linux', 'java', 'networking', 'ios', 'node', 'firewall']","['ios', 'linux', 'firewall']","{'ios': 5, 'linux': 4, 'firewall': 3}",6
c146,j092,data scientist,"['react', 'support', 'ux research']","['marketing', 'communication', 'react', 'node', 'support']","{'marketing': 5, 'communication': 4, 'react': 3, 'node': 2, 'support': 1}",4
c135,j076,operations associate,"['ux research', 'accounting', 'cloud']","['support', 'accounting']","{'support': 5, 'accounting': 4}",9
c074,j137,embedded engineer,"['seo', 'ml', 'crm', 'ops']","['seo', 'crm', 'ml', 'git', 'ops', 'android']","{'seo': 5, 'crm': 4, 'ml': 3, 'git': 2, 'ops': 1, 'android': 1}",1
c061,j041,cybersecurity analyst,"['marketing', 'prototyping', 'python', 'ml']","['firewall', 'ops', 'java']","{'firewall': 5, 'ops': 4, 'java': 3}",2
c168,j121,operations associate,"['git', 'sales', 'node', 'prototyping', 'docker']","['react', 'ios', 'ops']","{'react': 5, 'ios': 4, 'ops': 3}",0
c118,j184,mobile developer,"['docker', 'node', 'seo', 'sales', 'ops', 'marketing', 'c', 'security']","['docker', 'ml', 'java', 'cloud', 'android', 'embedded']","{'docker': 5, 'ml': 4, 'java': 3, 'cloud': 2, 'android': 1, 'embedded': 1}",1
c054,j027,product manager,"['excel', 'communication', 'sql']","['communication', 'ops', 'sql', 'excel', 'node']","{'communication': 5, 'ops': 4, 'sql': 3, 'excel': 2, 'node': 1}",12
c031,j002,marketing analyst,"['seo', 'node', 'c', 'support']","['node', 'communication', 'c']","{'node': 5, 'communication': 4, 'c': 3}",0
c149,j012,software engineer,"['linux', 'embedded', 'excel', 'cloud', 'prototyping', 'ios', 'finance', 'java']","['node', 'linux', 'ios', 'prototyping']","{'node': 5, 'linux': 4, 'ios': 3, 'prototyping': 2}",9
c179,j166,customer support,"['support', 'marketing', 'sql', 'figma']","['marketing', 'figma', 'support']","{'marketing': 5, 'figma': 4, 'support': 3}",6
c116,j112,financial analyst,"['finance', 'android']","['android', 'react', 'linux', 'finance', 'figma', 'security']","{'android': 5, 'react': 4, 'linux': 3, 'finance': 2, 'figma': 1, 'security': 1}",5
c109,j188,data scientist,"['python', 'react', 'java', 'ux research']","['java', 'ux research', 'python', 'ios', 'react']","{'java': 5, 'ux research': 4, 'python': 3, 'ios': 2, 'react': 1}",7
c099,j182,network engineer,"['seo', 'ux research', 'security', 'marketing', 'support']","['figma', 'python', 'prototyping', 'finance', 'java']","{'figma': 5, 'python': 4, 'prototyping': 3, 'finance': 2, 'java': 1}",3
c191,j135,product manager,"['crm', 'ios', 'ux research']","['ios', 'communication', 'ux research', 'crm']","{'ios': 5, 'communication': 4, 'ux research': 3, 'crm': 2}",8
c014,j057,cybersecurity analyst,"['sql', 'security', 'prototyping', 'support', 'accounting', 'ux research', 'ml']","['prototyping', 'support']","{'prototyping': 5, 'support': 4}",3
c022,j050,devops engineer,"['figma', 'cloud']","['ios', 'teamwork', 'sales']","{'ios': 5, 'teamwork': 4, 'sales': 3}",1
c167,j088,customer support,"['crm', 'sql', 'prototyping']","['seo', 'docker']","{'seo': 5, 'docker': 4}",11
c058,j177,cybersecurity analyst,"['sales', 'git', 'teamwork']","['sales', 'git']","{'sales': 5, 'git': 4}",7
c166,j180,cybersecurity analyst,"['python', 'support', 'prototyping', 'node', 'seo', 'networking', 'sales', 'java']","['seo', 'c', 'networking']","{'seo': 5, 'c': 4, 'networking': 3}",1
c080,j092,hr coordinator,"['docker', 'communication', 'java']","['firewall', 'react']","{'firewall': 5, 'react': 4}",1
c090,j063,ui/ux designer,"['android', 'java', 'cloud', 'communication']","['java', 'android', 'communication', 'ux research', 'cloud']","{'java': 5, 'android': 4, 'communication': 3, 'ux research': 2, 'cloud': 1}",3
c170,j103,devops engineer,"['docker', 'c', 'marketing', 'crm', 'excel']","['java', 'docker', 'react', 'c']","{'java': 5, 'docker': 4, 'react': 3, 'c': 2}",3
c009,j046,ui/ux designer,"['python', 'linux']","['linux', 'c', 'python', 'prototyping']","{'linux': 5, 'c': 4, 'python': 3, 'prototyping': 2}",9
c109,j124,mobile developer,"['marketing', 'teamwork']","['seo', 'react']","{'seo': 5, 'react': 4}",9
c147,j104,product manager,"['ml', 'excel', 'ops', 'finance']","['ml', 'excel', 'ops', 'support']","{'ml': 5, 'excel': 4, 'ops': 3, 'support': 2}",10
c019,j012,financial analyst,"['react', 'support', 'communication', 'ops', 'ios']","['ops', 'embedded', 'communication', 'android', 'support']","{'ops': 5, 'embedded': 4, 'communication': 3, 'android': 2, 'support': 1}",0
c159,j069,devops engineer,"['react', 'support', 'excel', 'ux research', 'prototyping', 'linux']","['embedded', 'cloud', 'ux research']","{'embedded': 5, 'cloud': 4, 'ux research': 3}",7
c194,j132,embedded engineer,"['seo', 'prototyping']","['c', 'ops', 'seo', 'prototyping', 'java']","{'c': 5, 'ops': 4, 'seo': 3, 'prototyping': 2, 'java': 1}",1
c190,j093,software engineer,"['ml', 'excel', 'communication', 'security', 'firewall', 'git', 'python', 'react']","['ios', 'cloud', 'prototyping']","{'ios': 5, 'cloud': 4, 'prototyping': 3}",5
c076,j054,marketing analyst,"['marketing', 'git', 'cloud', 'java', 'prototyping', 'python', 'docker', 'security']","['prototyping', 'java', 'python']","{'prototyping': 5, 'java': 4, 'python': 3}",4
c167,j107,embedded engineer,"['linux', 'ios', 'excel', 'docker', 'android', 'finance']","['finance', 'ops', 'ios']","{'finance': 5, 'ops': 4, 'ios': 3}",7
c002,j182,financial analyst,"['accounting', 'figma', 'node', 'ios', 'sales', 'docker']","['teamwork', 'ios', 'figma', 'sales', 'accounting']","{'teamwork': 5, 'ios': 4, 'figma': 3, 'sales': 2, 'accounting': 1}",6
c128,j027,mobile developer,"['c', 'excel', 'sql', 'accounting', 'finance', 'android', 'prototyping', 'sales']","['java', 'ops', 'ux research']","{'java': 5, 'ops': 4, 'ux research': 3}",5
c033,j097,data analyst,"['android', 'sql', 'react', 'c', 'networking', 'java', 'communication']","['firewall', 'ops', 'python', 'android']","{'firewall': 5, 'ops': 4, 'python': 3, 'android': 2}",7
c021,j099,cybersecurity analyst,"['docker', 'figma', 'git', 'firewall']","['git', 'security', 'figma', 'firewall', 'docker']","{'git': 5, 'security': 4, 'figma': 3, 'firewall': 2, 'docker': 1}",5
c136,j158,marketing analyst,"['ios', 'react', 'node']","['react', 'linux', 'sales', 'ios', 'node', 'android']","{'react': 5, 'linux': 4, 'sales': 3, 'ios': 2, 'node': 1, 'android': 1}",6
c097,j184,data analyst,"['ios', 'ml', 'crm', 'teamwork']","['teamwork', 'ml']","{'teamwork': 5, 'ml': 4}",8
c059,j077,software engineer,"['embedded', 'finance', 'linux', 'cloud', 'teamwork', 'sales']","['ops', 'finance']","{'ops': 5, 'finance': 4}",11
c189,j034,data scientist,"['communication', 'prototyping', 'ios', 'ux research', 'teamwork', 'python']","['security', 'git', 'teamwork']","{'security': 5, 'git': 4, 'teamwork': 3}",0
c049,j141,network engineer,"['embedded', 'linux', 'crm', 'ux research']","['embedded', 'crm', 'linux']","{'embedded': 5, 'crm': 4, 'linux': 3}",1
c196,j168,network engineer,"['ml', 'marketing', 'node', 'excel', 'accounting', 'c', 'support']","['figma', 'embedded', 'android', 'ux research', 'networking', 'java']","{'figma': 5, 'embedded': 4, 'android': 3, 'ux research': 2, 'networking': 1, 'java': 1}",10
c132,j051,product manager,"['c', 'communication', 'android', 'python', 'ios']","['react', 'firewall', 'sql', 'accounting']","{'react': 5, 'firewall': 4, 'sql': 3, 'accounting': 2}",0
c033,j183,network engineer,"['networking', 'ml', 'excel', 'java', 'sales']","['seo', 'crm', 'ios', 'sales']","{'seo': 5, 'crm': 4, 'ios': 3, 'sales': 2}",6
c095,j169,customer support,"['marketing', 'linux', 'seo']","['sales', 'seo', 'linux', 'marketing']","{'sales': 5, 'seo': 4, 'linux': 3, 'marketing': 2}",8
c064,j182,product manager,"['teamwork', 'crm']","['ops', 'linux', 'react']","{'ops': 5, 'linux': 4, 'react': 3}",6
c076,j060,data analyst,"['ux research', 'security', 'support', 'react', 'embedded', 'crm', 'node']","['ops', 'excel']","{'ops': 5, 'excel': 4}",6
c011,j165,ui/ux designer,"['sales', 'prototyping', 'java', 'support', 'ops', 'crm', 'embedded']","['firewall', 'sales', 'ops', 'support', 'java', 'prototyping']","{'firewall': 5, 'sales': 4, 'ops': 3, 'support': 2, 'java': 1, 'prototyping': 1}",7
c067,j094,ui/ux designer,"['security', 'excel', 'communication', 'firewall']","['communication', 'prototyping', 'security', 'excel']","{'communication': 5, 'prototyping': 4, 'security': 3, 'excel': 2}",5
c024,j111,embedded engineer,"['react', 'communication', 'node', 'networking', 'sales', 'android']","['support', 'prototyping', 'marketing', 'excel', 'ml', 'ops']","{'support': 5, 'prototyping': 4, 'marketing': 3, 'excel': 2, 'ml': 1, 'ops': 1}",11
c051,j178,software engineer,"['python', 'ios', 'firewall', 'git', 'finance', 'support', 'node']","['git', 'security']","{'git': 5, 'security': 4}",7
c008,j063,operations associate,"['android', 'ios', 'excel', 'docker', 'teamwork', 'react', 'ml']","['react', 'docker', 'android']","{'react': 5, 'docker': 4, 'android': 3}",5
c042,j040,product manager,"['networking', 'finance', 'ops']","['finance', 'ops']","{'finance': 5, 'ops': 4}",4
c080,j011,operations associate,"['python', 'support', 'marketing', 'node', 'seo', 'crm', 'ml']","['cloud', 'support', 'linux']","{'cloud': 5, 'support': 4, 'linux': 3}",1
c079,j064,product manager,"['marketing', 'cloud', 'android', 'sales', 'node']","['node', 'crm', 'android', 'sales']","{'node': 5, 'crm': 4, 'android': 3, 'sales': 2}",4
c074,j138,operations associate,"['node', 'accounting', 'crm', 'cloud', 'ux research', 'sql', 'ops']","['cloud', 'python', 'ops', 'accounting', 'communication']","{'cloud': 5, 'python': 4, 'ops': 3, 'accounting': 2, 'communication': 1}",1
c152,j166,network engineer,"['marketing', 'ios', 'excel']","['excel', 'docker', 'ios', 'node', 'marketing']","{'excel': 5, 'docker': 4, 'ios': 3, 'node': 2, 'marketing': 1}",11
c148,j193,cybersecurity analyst,"['embedded', 'excel', 'cloud', 'linux', 'git', 'sales']","['node', 'android']","{'node': 5, 'android': 4}",12
c157,j169,devops engineer,"['accounting', 'seo', 'python', 'crm', 'ios', 'cloud', 'support']","['crm', 'cloud', 'accounting']","{'crm': 5, 'cloud': 4, 'accounting': 3}",1
c095,j109,ui/ux designer,"['teamwork', 'sql', 'git', 'embedded']","['ml', 'git', 'teamwork', 'embedded', 'sql']","{'ml': 5, 'git': 4, 'teamwork': 3, 'embedded': 2, 'sql': 1}",12
c108,j146,data analyst,"['crm', 'python', 'c', 'ml', 'embedded', 'security']","['crm', 'ml', 'security']","{'crm': 5, 'ml': 4, 'security': 3}",9
c121,j176,devops engineer,"['python', 'security']","['embedded', 'linux', 'communication']","{'embedded': 5, 'linux': 4, 'communication': 3}",10
c087,j060,embedded engineer,"['ml', 'sales', 'embedded', 'ux research', 'excel', 'cloud', 'android', 'figma']","['ml', 'sales', 'embedded', 'cloud', 'linux']","{'ml': 5, 'sales': 4, 'embedded': 3, 'cloud': 2, 'linux': 1}",2
c047,j107,operations associate,"['security', 'cloud', 'excel', 'ml', 'communication', 'git', 'docker']","['embedded', 'firewall']","{'embedded': 5, 'firewall': 4}",2
c192,j163,data analyst,"['docker', 'communication', 'security', 'sql', 'python', 'android']","['git', 'python', 'finance', 'communication', 'docker', 'ops']","{'git': 5, 'python': 4, 'finance': 3, 'communication': 2, 'docker': 1, 'ops': 1}",7
c112,j175,financial analyst,"['seo', 'figma', 'java', 'ios', 'c']","['excel', 'firewall', 'teamwork']","{'excel': 5, 'firewall': 4, 'teamwork': 3}",10
c058,j194,customer support,"['security', 'android', 'ios']","['ios', 'sales', 'communication', 'cloud', 'security', 'figma']","{'ios': 5, 'sales': 4, 'communication': 3, 'cloud': 2, 'security': 1, 'figma': 1}",5
c068,j053,marketing analyst,"['finance', 'docker', 'security', 'git', 'java', 'ux research', 'react']","['git', 'java', 'docker']","{'git': 5, 'java': 4, 'docker': 3}",1
c082,j094,ui/ux designer,"['ml', 'finance', 'sales', 'marketing', 'linux']","['marketing', 'android', 'linux', 'finance', 'ml']","{'marketing': 5, 'android': 4, 'linux': 3, 'finance': 2, 'ml': 1}",6
c031,j183,cybersecurity analyst,"['linux', 'ops', 'marketing', 'communication', 'accounting', 'prototyping', 'support', 'excel']","['node', 'prototyping', 'marketing', 'accounting', 'communication']","{'node': 5, 'prototyping': 4, 'marketing': 3, 'accounting': 2, 'communication': 1}",3
c153,j143,data analyst,"['communication', 'embedded', 'prototyping', 'ml', 'figma', 'ux research', 'finance', 'react']","['react', 'figma', 'cloud', 'communication']","{'react': 5, 'figma': 4, 'cloud': 3, 'communication': 2}",3
c149,j114,product manager,"['linux', 'python', 'teamwork', 'support']","['linux', 'sales', 'teamwork', 'support']","{'linux': 5, 'sales': 4, 'teamwork': 3, 'support': 2}",0
c192,j157,software engineer,"['sales', 'accounting', 'firewall', 'android', 'support', 'java', 'ux research', 'node']","['node', 'support', 'docker']","{'node': 5, 'support': 4, 'docker': 3}",9
c021,j055,product manager,"['docker', 'marketing', 'embedded']","['marketing', 'docker', 'support', 'ops', 'crm', 'embedded']","{'marketing': 5, 'docker': 4, 'support': 3, 'ops': 2, 'crm': 1, 'embedded': 1}",8
c067,j045,marketing analyst,"['ml', 'prototyping', 'marketing', 'communication', 'linux', 'finance']","['git', 'ops']","{'git': 5, 'ops': 4}",1
c163,j013,customer support,"['teamwork', 'excel', 'seo', 'c', 'ux research', 'python']","['python', 'seo', 'ios', 'teamwork', 'c']","{'python': 5, 'seo': 4, 'ios': 3, 'teamwork': 2, 'c': 1}",3
c120,j048,devops engineer,"['prototyping', 'accounting', 'communication', 'ux research', 'android', 'figma']","['figma', 'prototyping', 'ux research']","{'figma': 5, 'prototyping': 4, 'ux research': 3}",10
c001,j100,devops engineer,"['java', 'communication', 'sql', 'marketing']","['android', 'communication', 'cloud']","{'android': 5, 'communication': 4, 'cloud': 3}",12
c169,j127,hr coordinator,"['sql', 'node', 'teamwork', 'ios', 'finance', 'java']","['node', 'react', 'teamwork', 'java']","{'node': 5, 'react': 4, 'teamwork': 3, 'java': 2}",3
c198,j158,cybersecurity analyst,"['finance', 'support']","['support', 'ios', 'finance']","{'support': 5, 'ios': 4, 'finance': 3}",3
c099,j037,ui/ux designer,"['sales', 'cloud', 'crm', 'ios', 'security']","['java', 'sales', 'git', 'teamwork', 'ios', 'ux research']","{'java': 5, 'sales': 4, 'git': 3, 'teamwork': 2, 'ios': 1, 'ux research': 1}",4
c098,j170,embedded engineer,"['c', 'ml', 'git']","['c', 'git', 'ml', 'ios']","{'c': 5, 'git': 4, 'ml': 3, 'ios': 2}",10
c016,j164,customer support,"['excel', 'seo', 'firewall']","['seo', 'excel', 'firewall', 'cloud']","{'seo': 5, 'excel': 4, 'firewall': 3, 'cloud': 2}",12
c108,j131,marketing analyst,"['java', 'teamwork']","['java', 'teamwork']","{'java': 5, 'teamwork': 4}",9
c125,j126,software engineer,"['ux research', 'support']","['support', 'accounting', 'prototyping', 'sql', 'git']","{'support': 5, 'accounting': 4, 'prototyping': 3, 'sql': 2, 'git': 1}",9
c018,j102,network engineer,"['firewall', 'android', 'seo', 'support', 'react', 'security']","['finance', 'react', 'support', 'sql', 'python']","{'finance': 5, 'react': 4, 'support': 3, 'sql': 2, 'python': 1}",4
c045,j055,software engineer,"['figma', 'git', 'marketing', 'crm']","['crm', 'networking', 'git', 'figma']","{'crm': 5, 'networking': 4, 'git': 3, 'figma': 2}",5
c168,j126,product manager,"['node', 'support', 'finance', 'sql', 'c']","['sql', 'teamwork', 'c', 'node', 'support']","{'sql': 5, 'teamwork': 4, 'c': 3, 'node': 2, 'support': 1}",3
c188,j088,customer support,"['support', 'security', 'seo']","['security', 'firewall', 'seo', 'support', 'communication', 'java']","{'security': 5, 'firewall': 4, 'seo': 3, 'support': 2, 'communication': 1, 'java': 1}",10
c105,j070,operations associate,"['node', 'python', 'java', 'ml', 'android', 'cloud', 'figma', 'sales']","['figma', 'sales']","{'figma': 5, 'sales': 4}",5
c149,j133,devops engineer,"['python', 'sales', 'crm', 'communication', 'node', 'ux research', 'prototyping', 'figma']","['excel', 'accounting', 'seo', 'finance', 'embedded']","{'excel': 5, 'accounting': 4, 'seo': 3, 'finance': 2, 'embedded': 1}",8
c057,j153,software engineer,"['ops', 'support', 'docker']","['marketing', 'linux', 'embedded', 'prototyping', 'c', 'cloud']","{'marketing': 5, 'linux': 4, 'embedded': 3, 'prototyping': 2, 'c': 1, 'cloud': 1}",1
c148,j006,cybersecurity analyst,"['node', 'sql', 'support', 'docker']","['docker', 'android', 'support']","{'docker': 5, 'android': 4, 'support': 3}",8
c113,j007,data scientist,"['finance', 'prototyping', 'excel', 'node', 'android', 'security', 'react', 'docker']","['finance', 'android', 'security', 'react']","{'finance': 5, 'android': 4, 'security': 3, 'react': 2}",11
c071,j200,embedded engineer,"['accounting', 'java', 'node', 'embedded', 'crm', 'finance']","['git', 'cloud', 'python', 'docker', 'android', 'firewall']","{'git': 5, 'cloud': 4, 'python': 3, 'docker': 2, 'android': 1, 'firewall': 1}",10
c066,j101,devops engineer,"['seo', 'cloud', 'c']","['seo', 'ops', 'support', 'c', 'communication', 'cloud']","{'seo': 5, 'ops': 4, 'support': 3, 'c': 2, 'communication': 1, 'cloud': 1}",6
c150,j129,data scientist,"['security', 'teamwork', 'ux research', 'support', 'firewall', 'sales', 'node', 'cloud']","['security', 'firewall']","{'security': 5, 'firewall': 4}",2
c014,j152,operations associate,"['git', 'ux research', 'linux', 'node', 'java', 'crm']","['prototyping', 'ux research', 'git', 'node']","{'prototyping': 5, 'ux research': 4, 'git': 3, 'node': 2}",0
c120,j056,network engineer,"['embedded', 'java', 'seo', 'ml', 'linux']","['crm', 'java', 'seo', 'linux', 'ml', 'excel']","{'crm': 5, 'java': 4, 'seo': 3, 'linux': 2, 'ml': 1, 'excel': 1}",10
c027,j120,ui/ux designer,"['accounting', 'firewall', 'crm', 'cloud']","['crm', 'firewall']","{'crm': 5, 'firewall': 4}",1
c196,j027,embedded engineer,"['node', 'c']","['c', 'seo', 'node', 'marketing', 'cloud']","{'c': 5, 'seo': 4, 'node': 3, 'marketing': 2, 'cloud': 1}",5
c167,j082,mobile developer,"['python', 'embedded', 'ios', 'prototyping', 'docker', 'linux']","['cloud', 'docker', 'prototyping', 'python', 'linux', 'ios']","{'cloud': 5, 'docker': 4, 'prototyping': 3, 'python': 2, 'linux': 1, 'ios': 1}",12
c095,j186,devops engineer,"['ios', 'ux research']","['finance', 'git', 'accounting']","{'finance': 5, 'git': 4, 'accounting': 3}",7
c060,j140,financial analyst,"['prototyping', 'ios', 'ml', 'security', 'support', 'figma', 'cloud', 'finance']","['security', 'finance', 'support']","{'security': 5, 'finance': 4, 'support': 3}",2
c144,j197,ui/ux designer,"['finance', 'ios', 'accounting', 'crm', 'python', 'excel']","['accounting', 'crm', 'ops', 'python', 'ios', 'finance']","{'accounting': 5, 'crm': 4, 'ops': 3, 'python': 2, 'ios': 1, 'finance': 1}",6
c110,j032,software engineer,"['sql', 'embedded', 'react', 'figma', 'ml', 'marketing']","['figma', 'communication', 'sql', 'marketing', 'ml']","{'figma': 5, 'communication': 4, 'sql': 3, 'marketing': 2, 'ml': 1}",4
c111,j073,hr coordinator,"['accounting', 'linux']","['accounting', 'linux', 'networking', 'excel']","{'accounting': 5, 'linux': 4, 'networking': 3, 'excel': 2}",10
c097,j113,network engineer,"['docker', 'python', 'ml', 'sales', 'cloud', 'node', 'finance']","['cloud', 'ml', 'embedded', 'ux research']","{'cloud': 5, 'ml': 4, 'embedded': 3, 'ux research': 2}",10
c039,j055,marketing analyst,"['excel', 'firewall', 'embedded']","['sql', 'firewall', 'ux research', 'cloud']","{'sql': 5, 'firewall': 4, 'ux research': 3, 'cloud': 2}",4
c019,j028,embedded engineer,"['node', 'ux research']","['networking', 'docker', 'security', 'sales', 'firewall']","{'networking': 5, 'docker': 4, 'security': 3, 'sales': 2, 'firewall': 1}",8
c090,j058,customer support,"['sales', 'crm', 'firewall']","['firewall', 'sales', 'crm']","{'firewall': 5, 'sales': 4, 'crm': 3}",11
c062,j096,software engineer,"['java', 'accounting', 'sql', 'git', 'seo', 'prototyping']","['accounting', 'sql', 'python', 'git', 'prototyping', 'java']","{'accounting': 5, 'sql': 4, 'python': 3, 'git': 2, 'prototyping': 1, 'java': 1}",8
c071,j174,marketing analyst,"['linux', 'support', 'excel', 'ios', 'ml']","['excel', 'linux']","{'excel': 5, 'linux': 4}",1
c175,j038,mobile developer,"['linux', 'git', 'ops', 'excel', 'node', 'communication', 'seo', 'embedded']","['git', 'node']","{'git': 5, 'node': 4}",11
c138,j045,customer support,"['ios', 'sales', 'java', 'cloud', 'android']","['sales', 'cloud', 'embedded', 'java']","{'sales': 5, 'cloud': 4, 'embedded': 3, 'java': 2}",4
c025,j042,mobile developer,"['sql', 'sales', 'docker', 'support', 'networking', 'marketing']","['docker', 'marketing', 'java', 'support', 'sales']","{'docker': 5, 'marketing': 4, 'java': 3, 'support': 2, 'sales': 1}",7
c119,j078,customer support,"['java', 'embedded']","['docker', 'embedded']","{'docker': 5, 'embedded': 4}",4
c097,j110,data analyst,"['sql', 'marketing']","['marketing', 'react', 'sql']","{'marketing': 5, 'react': 4, 'sql': 3}",9
c103,j185,devops engineer,"['marketing', 'security', 'python', 'git', 'communication', 'java']","['embedded', 'sql', 'teamwork', 'c']","{'embedded': 5, 'sql': 4, 'teamwork': 3, 'c': 2}",0
c187,j184,embedded engineer,"['python', 'security', 'sales', 'embedded', 'sql', 'git']","['sales', 'python']","{'sales': 5, 'python': 4}",4
c047,j183,cybersecurity analyst,"['node', 'git']","['ops', 'linux', 'sql', 'node', 'marketing', 'git']","{'ops': 5, 'linux': 4, 'sql': 3, 'node': 2, 'marketing': 1, 'git': 1}",2
c075,j162,embedded engineer,"['teamwork', 'prototyping', 'excel', 'android', 'docker']","['java', 'finance', 'crm', 'embedded']","{'java': 5, 'finance': 4, 'crm': 3, 'embedded': 2}",6
c001,j060,ui/ux designer,"['security', 'react', 'ios', 'finance']","['prototyping', 'communication', 'sql']","{'prototyping': 5, 'communication': 4, 'sql': 3}",10
c197,j159,data scientist,"['embedded', 'seo', 'ios', 'firewall']","['firewall', 'android', 'ios', 'prototyping']","{'firewall': 5, 'android': 4, 'ios': 3, 'prototyping': 2}",6
